t	GranuleCell[0]	GranuleCell[10]	GranuleCell[20]	GranuleCell[30]	GranuleCell[40]	GranuleCell[50]	GranuleCell[60]	GranuleCell[70]	GranuleCell[80]	GranuleCell[90]	GranuleCell[100]	GranuleCell[110]	GranuleCell[120]	GranuleCell[130]	GranuleCell[140]	GranuleCell[150]	GranuleCell[160]	GranuleCell[170]	GranuleCell[180]	GranuleCell[190]	GranuleCell[200]	GranuleCell[210]	GranuleCell[220]	GranuleCell[230]	GranuleCell[240]	GranuleCell[250]	GranuleCell[260]	GranuleCell[270]	GranuleCell[280]	GranuleCell[290]	GranuleCell[300]	GranuleCell[310]	GranuleCell[320]	GranuleCell[330]	GranuleCell[340]	GranuleCell[350]	GranuleCell[360]	GranuleCell[370]	GranuleCell[380]	GranuleCell[390]	GranuleCell[400]	GranuleCell[410]	GranuleCell[420]	GranuleCell[430]	GranuleCell[440]	GranuleCell[450]	GranuleCell[460]	GranuleCell[470]	GranuleCell[480]	GranuleCell[490]	GranuleCell[498]	GranuleCell[499]	BasketCell[0]	BasketCell[1]	BasketCell[2]	BasketCell[3]	BasketCell[4]	BasketCell[5]	MossyCell[0]	MossyCell[1]	MossyCell[2]	MossyCell[3]	MossyCell[4]	MossyCell[5]	MossyCell[6]	MossyCell[7]	MossyCell[8]	MossyCell[9]	MossyCell[10]	MossyCell[11]	MossyCell[12]	MossyCell[13]	MossyCell[14]	HIPPCell[0]	HIPPCell[1]	HIPPCell[2]	HIPPCell[3]	HIPPCell[4]	HIPPCell[5]	
9.500000	-68.964090	-68.964090	-68.964090	-68.964090	-68.964090	-68.964090	-68.964090	-68.964090	-68.964090	-68.964090	-68.964090	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-57.390223	-57.390223	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669092	-70.669092	-70.669092	-70.669092	-70.669092	-70.669092	
9.600000	-68.616452	-68.616452	-68.616452	-68.616452	-68.616452	-68.616452	-68.616452	-68.616452	-68.616452	-68.616452	-68.616452	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-70.439600	-57.026962	-57.026962	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669089	-70.669089	-70.669089	-70.669089	-70.669089	-70.669089	
9.700000	-68.230109	-68.230109	-68.230109	-68.230109	-68.230109	-68.230109	-68.230109	-68.230109	-68.230109	-68.230109	-68.230109	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-56.655107	-56.655107	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669086	-70.669086	-70.669086	-70.669086	-70.669086	-70.669086	
9.800000	-67.806726	-67.806726	-67.806726	-67.806726	-67.806726	-67.806726	-67.806726	-67.806726	-67.806726	-67.806726	-67.806726	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-56.276597	-56.276597	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669083	-70.669083	-70.669083	-70.669083	-70.669083	-70.669083	
9.900000	-67.348370	-67.348370	-67.348370	-67.348370	-67.348370	-67.348370	-67.348370	-67.348370	-67.348370	-67.348370	-67.348370	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-55.893128	-55.893128	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669081	-70.669081	-70.669081	-70.669081	-70.669081	-70.669081	
10.000000	-66.857416	-66.857416	-66.857416	-66.857416	-66.857416	-66.857416	-66.857416	-66.857416	-66.857416	-66.857416	-66.857416	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-70.439601	-55.506082	-55.506082	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669078	-70.669078	-70.669078	-70.669078	-70.669078	-70.669078	
10.100000	-66.336453	-66.336453	-66.336453	-66.336453	-66.336453	-66.336453	-66.336453	-66.336453	-66.336453	-66.336453	-66.336453	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-55.116599	-55.116599	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669075	-70.669075	-70.669075	-70.669075	-70.669075	-70.669075	
10.200000	-65.788201	-65.788201	-65.788201	-65.788201	-65.788201	-65.788201	-65.788201	-65.788201	-65.788201	-65.788201	-65.788201	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-54.725644	-54.725644	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669072	-70.669072	-70.669072	-70.669072	-70.669072	-70.669072	
10.300000	-65.215449	-65.215449	-65.215449	-65.215449	-65.215449	-65.215449	-65.215449	-65.215449	-65.215449	-65.215449	-65.215449	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-70.439602	-54.333920	-54.333920	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669070	-70.669070	-70.669070	-70.669070	-70.669070	-70.669070	
10.400000	-64.620988	-64.620988	-64.620988	-64.620988	-64.620988	-64.620988	-64.620988	-64.620988	-64.620988	-64.620988	-64.620988	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-53.942017	-53.942017	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669067	-70.669067	-70.669067	-70.669067	-70.669067	-70.669067	
10.500000	-64.007567	-64.007567	-64.007567	-64.007567	-64.007567	-64.007567	-64.007567	-64.007567	-64.007567	-64.007567	-64.007567	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-53.550309	-53.550309	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669064	-70.669064	-70.669064	-70.669064	-70.669064	-70.669064	
10.600000	-63.377853	-63.377853	-63.377853	-63.377853	-63.377853	-63.377853	-63.377853	-63.377853	-63.377853	-63.377853	-63.377853	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-53.158964	-53.158964	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669061	-70.669061	-70.669061	-70.669061	-70.669061	-70.669061	
10.700000	-62.734394	-62.734394	-62.734394	-62.734394	-62.734394	-62.734394	-62.734394	-62.734394	-62.734394	-62.734394	-62.734394	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-70.439603	-52.768120	-52.768120	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669059	-70.669059	-70.669059	-70.669059	-70.669059	-70.669059	
10.800000	-62.079604	-62.079604	-62.079604	-62.079604	-62.079604	-62.079604	-62.079604	-62.079604	-62.079604	-62.079604	-62.079604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-52.377627	-52.377627	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669056	-70.669056	-70.669056	-70.669056	-70.669056	-70.669056	
10.900000	-61.415735	-61.415735	-61.415735	-61.415735	-61.415735	-61.415735	-61.415735	-61.415735	-61.415735	-61.415735	-61.415735	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-51.987279	-51.987279	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669053	-70.669053	-70.669053	-70.669053	-70.669053	-70.669053	
11.000000	-60.744861	-60.744861	-60.744861	-60.744861	-60.744861	-60.744861	-60.744861	-60.744861	-60.744861	-60.744861	-60.744861	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-70.439604	-51.596650	-51.596650	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669051	-70.669051	-70.669051	-70.669051	-70.669051	-70.669051	
11.100000	-60.068880	-60.068880	-60.068880	-60.068880	-60.068880	-60.068880	-60.068880	-60.068880	-60.068880	-60.068880	-60.068880	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-51.205000	-51.205000	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669048	-70.669048	-70.669048	-70.669048	-70.669048	-70.669048	
11.200000	-59.389497	-59.389497	-59.389497	-59.389497	-59.389497	-59.389497	-59.389497	-59.389497	-59.389497	-59.389497	-59.389497	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-50.811720	-50.811720	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669045	-70.669045	-70.669045	-70.669045	-70.669045	-70.669045	
11.300000	-58.708201	-58.708201	-58.708201	-58.708201	-58.708201	-58.708201	-58.708201	-58.708201	-58.708201	-58.708201	-58.708201	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-50.415695	-50.415695	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669042	-70.669042	-70.669042	-70.669042	-70.669042	-70.669042	
11.400000	-58.026295	-58.026295	-58.026295	-58.026295	-58.026295	-58.026295	-58.026295	-58.026295	-58.026295	-58.026295	-58.026295	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-70.439605	-50.015702	-50.015702	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669040	-70.669040	-70.669040	-70.669040	-70.669040	-70.669040	
11.500000	-57.344876	-57.344876	-57.344876	-57.344876	-57.344876	-57.344876	-57.344876	-57.344876	-57.344876	-57.344876	-57.344876	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-49.610184	-49.610184	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669037	-70.669037	-70.669037	-70.669037	-70.669037	-70.669037	
11.600000	-56.664769	-56.664769	-56.664769	-56.664769	-56.664769	-56.664769	-56.664769	-56.664769	-56.664769	-56.664769	-56.664769	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-49.196878	-49.196878	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669034	-70.669034	-70.669034	-70.669034	-70.669034	-70.669034	
11.700000	-55.986623	-55.986623	-55.986623	-55.986623	-55.986623	-55.986623	-55.986623	-55.986623	-55.986623	-55.986623	-55.986623	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-70.439606	-48.773721	-48.773721	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669032	-70.669032	-70.669032	-70.669032	-70.669032	-70.669032	
11.800000	-55.310867	-55.310867	-55.310867	-55.310867	-55.310867	-55.310867	-55.310867	-55.310867	-55.310867	-55.310867	-55.310867	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-48.337441	-48.337441	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669029	-70.669029	-70.669029	-70.669029	-70.669029	-70.669029	
11.900000	-54.637532	-54.637532	-54.637532	-54.637532	-54.637532	-54.637532	-54.637532	-54.637532	-54.637532	-54.637532	-54.637532	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-47.884257	-47.884257	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669026	-70.669026	-70.669026	-70.669026	-70.669026	-70.669026	
12.000000	-53.966486	-53.966486	-53.966486	-53.966486	-53.966486	-53.966486	-53.966486	-53.966486	-53.966486	-53.966486	-53.966486	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-47.409136	-47.409136	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669024	-70.669024	-70.669024	-70.669024	-70.669024	-70.669024	
12.100000	-53.297326	-53.297326	-53.297326	-53.297326	-53.297326	-53.297326	-53.297326	-53.297326	-53.297326	-53.297326	-53.297326	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-70.439607	-46.905303	-46.905303	-60.000583	-60.000583	-60.000583	-60.000583	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-60.114144	-70.669021	-70.669021	-70.669021	-70.669021	-70.669021	-70.669021	
