Precell 	pstcell 	 Synapse 
NULLobject	GranuleCell[0]	Exp2Syn[0]
NULLobject	GranuleCell[0]	Exp2Syn[1]
NULLobject	GranuleCell[1]	Exp2Syn[9]
NULLobject	GranuleCell[1]	Exp2Syn[10]
NULLobject	GranuleCell[2]	Exp2Syn[18]
NULLobject	GranuleCell[2]	Exp2Syn[19]
NULLobject	GranuleCell[3]	Exp2Syn[27]
NULLobject	GranuleCell[3]	Exp2Syn[28]
NULLobject	GranuleCell[4]	Exp2Syn[36]
NULLobject	GranuleCell[4]	Exp2Syn[37]
NULLobject	GranuleCell[5]	Exp2Syn[45]
NULLobject	GranuleCell[5]	Exp2Syn[46]
NULLobject	GranuleCell[6]	Exp2Syn[54]
NULLobject	GranuleCell[6]	Exp2Syn[55]
NULLobject	GranuleCell[7]	Exp2Syn[63]
NULLobject	GranuleCell[7]	Exp2Syn[64]
NULLobject	GranuleCell[8]	Exp2Syn[72]
NULLobject	GranuleCell[8]	Exp2Syn[73]
NULLobject	GranuleCell[9]	Exp2Syn[81]
NULLobject	GranuleCell[9]	Exp2Syn[82]
NULLobject	GranuleCell[10]	Exp2Syn[90]
NULLobject	GranuleCell[10]	Exp2Syn[91]
NULLobject	GranuleCell[11]	Exp2Syn[99]
NULLobject	GranuleCell[11]	Exp2Syn[100]
NULLobject	GranuleCell[12]	Exp2Syn[108]
NULLobject	GranuleCell[12]	Exp2Syn[109]
NULLobject	GranuleCell[13]	Exp2Syn[117]
NULLobject	GranuleCell[13]	Exp2Syn[118]
NULLobject	GranuleCell[14]	Exp2Syn[126]
NULLobject	GranuleCell[14]	Exp2Syn[127]
NULLobject	GranuleCell[15]	Exp2Syn[135]
NULLobject	GranuleCell[15]	Exp2Syn[136]
NULLobject	GranuleCell[16]	Exp2Syn[144]
NULLobject	GranuleCell[16]	Exp2Syn[145]
NULLobject	GranuleCell[17]	Exp2Syn[153]
NULLobject	GranuleCell[17]	Exp2Syn[154]
NULLobject	GranuleCell[18]	Exp2Syn[162]
NULLobject	GranuleCell[18]	Exp2Syn[163]
NULLobject	GranuleCell[19]	Exp2Syn[171]
NULLobject	GranuleCell[19]	Exp2Syn[172]
NULLobject	GranuleCell[20]	Exp2Syn[180]
NULLobject	GranuleCell[20]	Exp2Syn[181]
NULLobject	GranuleCell[21]	Exp2Syn[189]
NULLobject	GranuleCell[21]	Exp2Syn[190]
NULLobject	GranuleCell[22]	Exp2Syn[198]
NULLobject	GranuleCell[22]	Exp2Syn[199]
NULLobject	GranuleCell[23]	Exp2Syn[207]
NULLobject	GranuleCell[23]	Exp2Syn[208]
NULLobject	GranuleCell[24]	Exp2Syn[216]
NULLobject	GranuleCell[24]	Exp2Syn[217]
NULLobject	GranuleCell[25]	Exp2Syn[225]
NULLobject	GranuleCell[25]	Exp2Syn[226]
NULLobject	GranuleCell[26]	Exp2Syn[234]
NULLobject	GranuleCell[26]	Exp2Syn[235]
NULLobject	GranuleCell[27]	Exp2Syn[243]
NULLobject	GranuleCell[27]	Exp2Syn[244]
NULLobject	GranuleCell[28]	Exp2Syn[252]
NULLobject	GranuleCell[28]	Exp2Syn[253]
NULLobject	GranuleCell[29]	Exp2Syn[261]
NULLobject	GranuleCell[29]	Exp2Syn[262]
NULLobject	GranuleCell[30]	Exp2Syn[270]
NULLobject	GranuleCell[30]	Exp2Syn[271]
NULLobject	GranuleCell[31]	Exp2Syn[279]
NULLobject	GranuleCell[31]	Exp2Syn[280]
NULLobject	GranuleCell[32]	Exp2Syn[288]
NULLobject	GranuleCell[32]	Exp2Syn[289]
NULLobject	GranuleCell[33]	Exp2Syn[297]
NULLobject	GranuleCell[33]	Exp2Syn[298]
NULLobject	GranuleCell[34]	Exp2Syn[306]
NULLobject	GranuleCell[34]	Exp2Syn[307]
NULLobject	GranuleCell[35]	Exp2Syn[315]
NULLobject	GranuleCell[35]	Exp2Syn[316]
NULLobject	GranuleCell[36]	Exp2Syn[324]
NULLobject	GranuleCell[36]	Exp2Syn[325]
NULLobject	GranuleCell[37]	Exp2Syn[333]
NULLobject	GranuleCell[37]	Exp2Syn[334]
NULLobject	GranuleCell[38]	Exp2Syn[342]
NULLobject	GranuleCell[38]	Exp2Syn[343]
NULLobject	GranuleCell[39]	Exp2Syn[351]
NULLobject	GranuleCell[39]	Exp2Syn[352]
NULLobject	GranuleCell[40]	Exp2Syn[360]
NULLobject	GranuleCell[40]	Exp2Syn[361]
NULLobject	GranuleCell[41]	Exp2Syn[369]
NULLobject	GranuleCell[41]	Exp2Syn[370]
NULLobject	GranuleCell[42]	Exp2Syn[378]
NULLobject	GranuleCell[42]	Exp2Syn[379]
NULLobject	GranuleCell[43]	Exp2Syn[387]
NULLobject	GranuleCell[43]	Exp2Syn[388]
NULLobject	GranuleCell[44]	Exp2Syn[396]
NULLobject	GranuleCell[44]	Exp2Syn[397]
NULLobject	GranuleCell[45]	Exp2Syn[405]
NULLobject	GranuleCell[45]	Exp2Syn[406]
NULLobject	GranuleCell[46]	Exp2Syn[414]
NULLobject	GranuleCell[46]	Exp2Syn[415]
NULLobject	GranuleCell[47]	Exp2Syn[423]
NULLobject	GranuleCell[47]	Exp2Syn[424]
NULLobject	GranuleCell[48]	Exp2Syn[432]
NULLobject	GranuleCell[48]	Exp2Syn[433]
NULLobject	GranuleCell[49]	Exp2Syn[441]
NULLobject	GranuleCell[49]	Exp2Syn[442]
NULLobject	GranuleCell[50]	Exp2Syn[450]
NULLobject	GranuleCell[50]	Exp2Syn[451]
NULLobject	GranuleCell[51]	Exp2Syn[459]
NULLobject	GranuleCell[51]	Exp2Syn[460]
NULLobject	GranuleCell[52]	Exp2Syn[468]
NULLobject	GranuleCell[52]	Exp2Syn[469]
NULLobject	GranuleCell[53]	Exp2Syn[477]
NULLobject	GranuleCell[53]	Exp2Syn[478]
NULLobject	GranuleCell[54]	Exp2Syn[486]
NULLobject	GranuleCell[54]	Exp2Syn[487]
NULLobject	GranuleCell[55]	Exp2Syn[495]
NULLobject	GranuleCell[55]	Exp2Syn[496]
NULLobject	GranuleCell[56]	Exp2Syn[504]
NULLobject	GranuleCell[56]	Exp2Syn[505]
NULLobject	GranuleCell[57]	Exp2Syn[513]
NULLobject	GranuleCell[57]	Exp2Syn[514]
NULLobject	GranuleCell[58]	Exp2Syn[522]
NULLobject	GranuleCell[58]	Exp2Syn[523]
NULLobject	GranuleCell[59]	Exp2Syn[531]
NULLobject	GranuleCell[59]	Exp2Syn[532]
NULLobject	GranuleCell[60]	Exp2Syn[540]
NULLobject	GranuleCell[60]	Exp2Syn[541]
NULLobject	GranuleCell[61]	Exp2Syn[549]
NULLobject	GranuleCell[61]	Exp2Syn[550]
NULLobject	GranuleCell[62]	Exp2Syn[558]
NULLobject	GranuleCell[62]	Exp2Syn[559]
NULLobject	GranuleCell[63]	Exp2Syn[567]
NULLobject	GranuleCell[63]	Exp2Syn[568]
NULLobject	GranuleCell[64]	Exp2Syn[576]
NULLobject	GranuleCell[64]	Exp2Syn[577]
NULLobject	GranuleCell[65]	Exp2Syn[585]
NULLobject	GranuleCell[65]	Exp2Syn[586]
NULLobject	GranuleCell[66]	Exp2Syn[594]
NULLobject	GranuleCell[66]	Exp2Syn[595]
NULLobject	GranuleCell[67]	Exp2Syn[603]
NULLobject	GranuleCell[67]	Exp2Syn[604]
NULLobject	GranuleCell[68]	Exp2Syn[612]
NULLobject	GranuleCell[68]	Exp2Syn[613]
NULLobject	GranuleCell[69]	Exp2Syn[621]
NULLobject	GranuleCell[69]	Exp2Syn[622]
NULLobject	GranuleCell[70]	Exp2Syn[630]
NULLobject	GranuleCell[70]	Exp2Syn[631]
NULLobject	GranuleCell[71]	Exp2Syn[639]
NULLobject	GranuleCell[71]	Exp2Syn[640]
NULLobject	GranuleCell[72]	Exp2Syn[648]
NULLobject	GranuleCell[72]	Exp2Syn[649]
NULLobject	GranuleCell[73]	Exp2Syn[657]
NULLobject	GranuleCell[73]	Exp2Syn[658]
NULLobject	GranuleCell[74]	Exp2Syn[666]
NULLobject	GranuleCell[74]	Exp2Syn[667]
NULLobject	GranuleCell[75]	Exp2Syn[675]
NULLobject	GranuleCell[75]	Exp2Syn[676]
NULLobject	GranuleCell[76]	Exp2Syn[684]
NULLobject	GranuleCell[76]	Exp2Syn[685]
NULLobject	GranuleCell[77]	Exp2Syn[693]
NULLobject	GranuleCell[77]	Exp2Syn[694]
NULLobject	GranuleCell[78]	Exp2Syn[702]
NULLobject	GranuleCell[78]	Exp2Syn[703]
NULLobject	GranuleCell[79]	Exp2Syn[711]
NULLobject	GranuleCell[79]	Exp2Syn[712]
NULLobject	GranuleCell[80]	Exp2Syn[720]
NULLobject	GranuleCell[80]	Exp2Syn[721]
NULLobject	GranuleCell[81]	Exp2Syn[729]
NULLobject	GranuleCell[81]	Exp2Syn[730]
NULLobject	GranuleCell[82]	Exp2Syn[738]
NULLobject	GranuleCell[82]	Exp2Syn[739]
NULLobject	GranuleCell[83]	Exp2Syn[747]
NULLobject	GranuleCell[83]	Exp2Syn[748]
NULLobject	GranuleCell[84]	Exp2Syn[756]
NULLobject	GranuleCell[84]	Exp2Syn[757]
NULLobject	GranuleCell[85]	Exp2Syn[765]
NULLobject	GranuleCell[85]	Exp2Syn[766]
NULLobject	GranuleCell[86]	Exp2Syn[774]
NULLobject	GranuleCell[86]	Exp2Syn[775]
NULLobject	GranuleCell[87]	Exp2Syn[783]
NULLobject	GranuleCell[87]	Exp2Syn[784]
NULLobject	GranuleCell[88]	Exp2Syn[792]
NULLobject	GranuleCell[88]	Exp2Syn[793]
NULLobject	GranuleCell[89]	Exp2Syn[801]
NULLobject	GranuleCell[89]	Exp2Syn[802]
NULLobject	GranuleCell[90]	Exp2Syn[810]
NULLobject	GranuleCell[90]	Exp2Syn[811]
NULLobject	GranuleCell[91]	Exp2Syn[819]
NULLobject	GranuleCell[91]	Exp2Syn[820]
NULLobject	GranuleCell[92]	Exp2Syn[828]
NULLobject	GranuleCell[92]	Exp2Syn[829]
NULLobject	GranuleCell[93]	Exp2Syn[837]
NULLobject	GranuleCell[93]	Exp2Syn[838]
NULLobject	GranuleCell[94]	Exp2Syn[846]
NULLobject	GranuleCell[94]	Exp2Syn[847]
NULLobject	GranuleCell[95]	Exp2Syn[855]
NULLobject	GranuleCell[95]	Exp2Syn[856]
NULLobject	GranuleCell[96]	Exp2Syn[864]
NULLobject	GranuleCell[96]	Exp2Syn[865]
NULLobject	GranuleCell[97]	Exp2Syn[873]
NULLobject	GranuleCell[97]	Exp2Syn[874]
NULLobject	GranuleCell[98]	Exp2Syn[882]
NULLobject	GranuleCell[98]	Exp2Syn[883]
NULLobject	GranuleCell[99]	Exp2Syn[891]
NULLobject	GranuleCell[99]	Exp2Syn[892]
NULLobject	GranuleCell[100]	Exp2Syn[900]
NULLobject	GranuleCell[100]	Exp2Syn[901]
NULLobject	BasketCell[0]	Exp2Syn[4500]
NULLobject	BasketCell[0]	Exp2Syn[4501]
NULLobject	BasketCell[1]	Exp2Syn[4512]
NULLobject	BasketCell[1]	Exp2Syn[4513]
NULLobject	MossyCell[2]	Exp2Syn[4606]
NULLobject	MossyCell[1]	Exp2Syn[4589]
GranuleCell[0]	BasketCell[0]	Exp2Syn[4502]
GranuleCell[0]	MossyCell[1]	Exp2Syn[4596]
GranuleCell[0]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[0]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[0]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[1]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[1]	MossyCell[2]	Exp2Syn[4610]
GranuleCell[1]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[1]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[1]	HIPPCell[5]	Exp2Syn[4869]
GranuleCell[2]	BasketCell[5]	Exp2Syn[4565]
GranuleCell[2]	MossyCell[0]	Exp2Syn[4579]
GranuleCell[2]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[2]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[2]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[3]	BasketCell[5]	Exp2Syn[4562]
GranuleCell[3]	MossyCell[0]	Exp2Syn[4579]
GranuleCell[3]	HIPPCell[4]	Exp2Syn[4860]
GranuleCell[3]	HIPPCell[5]	Exp2Syn[4869]
GranuleCell[3]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[4]	BasketCell[5]	Exp2Syn[4565]
GranuleCell[4]	MossyCell[0]	Exp2Syn[4578]
GranuleCell[4]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[4]	HIPPCell[5]	Exp2Syn[4869]
GranuleCell[4]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[5]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[5]	MossyCell[2]	Exp2Syn[4611]
GranuleCell[5]	HIPPCell[4]	Exp2Syn[4861]
GranuleCell[5]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[5]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[6]	BasketCell[0]	Exp2Syn[4504]
GranuleCell[6]	MossyCell[1]	Exp2Syn[4594]
GranuleCell[6]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[6]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[6]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[7]	BasketCell[5]	Exp2Syn[4563]
GranuleCell[7]	MossyCell[0]	Exp2Syn[4578]
GranuleCell[7]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[7]	HIPPCell[0]	Exp2Syn[4827]
GranuleCell[7]	HIPPCell[5]	Exp2Syn[4868]
GranuleCell[8]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[8]	MossyCell[2]	Exp2Syn[4611]
GranuleCell[8]	HIPPCell[4]	Exp2Syn[4860]
GranuleCell[8]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[8]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[9]	BasketCell[5]	Exp2Syn[4562]
GranuleCell[9]	MossyCell[0]	Exp2Syn[4577]
GranuleCell[9]	HIPPCell[0]	Exp2Syn[4829]
GranuleCell[9]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[9]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[10]	BasketCell[5]	Exp2Syn[4563]
GranuleCell[10]	MossyCell[0]	Exp2Syn[4577]
GranuleCell[10]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[10]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[10]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[11]	BasketCell[5]	Exp2Syn[4565]
GranuleCell[11]	MossyCell[0]	Exp2Syn[4576]
GranuleCell[11]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[11]	HIPPCell[5]	Exp2Syn[4868]
GranuleCell[11]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[12]	BasketCell[5]	Exp2Syn[4565]
GranuleCell[12]	MossyCell[0]	Exp2Syn[4578]
GranuleCell[12]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[12]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[12]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[13]	BasketCell[5]	Exp2Syn[4562]
GranuleCell[13]	MossyCell[0]	Exp2Syn[4579]
GranuleCell[13]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[13]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[13]	HIPPCell[4]	Exp2Syn[4860]
GranuleCell[14]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[14]	MossyCell[2]	Exp2Syn[4612]
GranuleCell[14]	HIPPCell[5]	Exp2Syn[4870]
GranuleCell[14]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[14]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[15]	BasketCell[1]	Exp2Syn[4516]
GranuleCell[15]	MossyCell[2]	Exp2Syn[4612]
GranuleCell[15]	HIPPCell[5]	Exp2Syn[4870]
GranuleCell[15]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[15]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[16]	BasketCell[1]	Exp2Syn[4514]
GranuleCell[16]	MossyCell[2]	Exp2Syn[4612]
GranuleCell[16]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[16]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[16]	HIPPCell[0]	Exp2Syn[4829]
GranuleCell[17]	BasketCell[5]	Exp2Syn[4563]
GranuleCell[17]	MossyCell[0]	Exp2Syn[4579]
GranuleCell[17]	HIPPCell[5]	Exp2Syn[4870]
GranuleCell[17]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[17]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[18]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[18]	MossyCell[2]	Exp2Syn[4612]
GranuleCell[18]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[18]	HIPPCell[4]	Exp2Syn[4861]
GranuleCell[18]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[19]	BasketCell[5]	Exp2Syn[4564]
GranuleCell[19]	MossyCell[0]	Exp2Syn[4576]
GranuleCell[19]	HIPPCell[4]	Exp2Syn[4860]
GranuleCell[19]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[19]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[20]	BasketCell[5]	Exp2Syn[4564]
GranuleCell[20]	MossyCell[0]	Exp2Syn[4578]
GranuleCell[20]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[20]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[20]	HIPPCell[4]	Exp2Syn[4861]
GranuleCell[21]	BasketCell[1]	Exp2Syn[4514]
GranuleCell[21]	MossyCell[2]	Exp2Syn[4611]
GranuleCell[21]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[21]	HIPPCell[5]	Exp2Syn[4870]
GranuleCell[21]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[22]	BasketCell[0]	Exp2Syn[4503]
GranuleCell[22]	MossyCell[1]	Exp2Syn[4595]
GranuleCell[22]	HIPPCell[1]	Exp2Syn[4837]
GranuleCell[22]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[22]	HIPPCell[5]	Exp2Syn[4868]
GranuleCell[23]	BasketCell[5]	Exp2Syn[4565]
GranuleCell[23]	MossyCell[0]	Exp2Syn[4579]
GranuleCell[23]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[23]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[23]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[24]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[24]	MossyCell[2]	Exp2Syn[4613]
GranuleCell[24]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[24]	HIPPCell[4]	Exp2Syn[4860]
GranuleCell[24]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[25]	BasketCell[0]	Exp2Syn[4505]
GranuleCell[25]	MossyCell[1]	Exp2Syn[4593]
GranuleCell[25]	HIPPCell[5]	Exp2Syn[4869]
GranuleCell[25]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[25]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[26]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[26]	MossyCell[2]	Exp2Syn[4610]
GranuleCell[26]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[26]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[26]	HIPPCell[5]	Exp2Syn[4868]
GranuleCell[27]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[27]	MossyCell[2]	Exp2Syn[4612]
GranuleCell[27]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[27]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[27]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[28]	BasketCell[0]	Exp2Syn[4502]
GranuleCell[28]	MossyCell[1]	Exp2Syn[4596]
GranuleCell[28]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[28]	HIPPCell[0]	Exp2Syn[4829]
GranuleCell[28]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[29]	BasketCell[0]	Exp2Syn[4504]
GranuleCell[29]	MossyCell[1]	Exp2Syn[4596]
GranuleCell[29]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[29]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[29]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[30]	BasketCell[5]	Exp2Syn[4564]
GranuleCell[30]	MossyCell[0]	Exp2Syn[4576]
GranuleCell[30]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[30]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[30]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[31]	BasketCell[0]	Exp2Syn[4503]
GranuleCell[31]	MossyCell[1]	Exp2Syn[4593]
GranuleCell[31]	HIPPCell[1]	Exp2Syn[4837]
GranuleCell[31]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[31]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[32]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[32]	MossyCell[2]	Exp2Syn[4612]
GranuleCell[32]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[32]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[32]	HIPPCell[4]	Exp2Syn[4861]
GranuleCell[33]	BasketCell[0]	Exp2Syn[4502]
GranuleCell[33]	MossyCell[1]	Exp2Syn[4596]
GranuleCell[33]	HIPPCell[0]	Exp2Syn[4829]
GranuleCell[33]	HIPPCell[5]	Exp2Syn[4869]
GranuleCell[33]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[34]	BasketCell[0]	Exp2Syn[4502]
GranuleCell[34]	MossyCell[1]	Exp2Syn[4594]
GranuleCell[34]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[34]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[34]	HIPPCell[5]	Exp2Syn[4869]
GranuleCell[35]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[35]	MossyCell[2]	Exp2Syn[4610]
GranuleCell[35]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[35]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[35]	HIPPCell[0]	Exp2Syn[4829]
GranuleCell[36]	BasketCell[0]	Exp2Syn[4505]
GranuleCell[36]	MossyCell[1]	Exp2Syn[4595]
GranuleCell[36]	HIPPCell[2]	Exp2Syn[4844]
GranuleCell[36]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[36]	HIPPCell[5]	Exp2Syn[4870]
GranuleCell[37]	BasketCell[5]	Exp2Syn[4565]
GranuleCell[37]	MossyCell[0]	Exp2Syn[4578]
GranuleCell[37]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[37]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[37]	HIPPCell[4]	Exp2Syn[4861]
GranuleCell[38]	BasketCell[1]	Exp2Syn[4514]
GranuleCell[38]	MossyCell[2]	Exp2Syn[4613]
GranuleCell[38]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[38]	HIPPCell[4]	Exp2Syn[4861]
GranuleCell[38]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[39]	BasketCell[0]	Exp2Syn[4502]
GranuleCell[39]	MossyCell[1]	Exp2Syn[4596]
GranuleCell[39]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[39]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[39]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[40]	BasketCell[5]	Exp2Syn[4564]
GranuleCell[40]	MossyCell[0]	Exp2Syn[4577]
GranuleCell[40]	HIPPCell[0]	Exp2Syn[4829]
GranuleCell[40]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[40]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[41]	BasketCell[5]	Exp2Syn[4565]
GranuleCell[41]	MossyCell[0]	Exp2Syn[4579]
GranuleCell[41]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[41]	HIPPCell[0]	Exp2Syn[4827]
GranuleCell[41]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[42]	BasketCell[1]	Exp2Syn[4514]
GranuleCell[42]	MossyCell[2]	Exp2Syn[4610]
GranuleCell[42]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[42]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[42]	HIPPCell[5]	Exp2Syn[4869]
GranuleCell[43]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[43]	MossyCell[2]	Exp2Syn[4610]
GranuleCell[43]	HIPPCell[4]	Exp2Syn[4861]
GranuleCell[43]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[43]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[44]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[44]	MossyCell[2]	Exp2Syn[4611]
GranuleCell[44]	HIPPCell[0]	Exp2Syn[4827]
GranuleCell[44]	HIPPCell[1]	Exp2Syn[4835]
GranuleCell[44]	HIPPCell[5]	Exp2Syn[4870]
GranuleCell[45]	BasketCell[0]	Exp2Syn[4505]
GranuleCell[45]	MossyCell[1]	Exp2Syn[4596]
GranuleCell[45]	HIPPCell[2]	Exp2Syn[4845]
GranuleCell[45]	HIPPCell[0]	Exp2Syn[4827]
GranuleCell[45]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[46]	BasketCell[1]	Exp2Syn[4517]
GranuleCell[46]	MossyCell[2]	Exp2Syn[4610]
GranuleCell[46]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[46]	HIPPCell[0]	Exp2Syn[4830]
GranuleCell[46]	HIPPCell[5]	Exp2Syn[4870]
GranuleCell[47]	BasketCell[5]	Exp2Syn[4563]
GranuleCell[47]	MossyCell[0]	Exp2Syn[4579]
GranuleCell[47]	HIPPCell[0]	Exp2Syn[4828]
GranuleCell[47]	HIPPCell[4]	Exp2Syn[4861]
GranuleCell[47]	HIPPCell[5]	Exp2Syn[4867]
GranuleCell[48]	BasketCell[5]	Exp2Syn[4562]
GranuleCell[48]	MossyCell[0]	Exp2Syn[4579]
GranuleCell[48]	HIPPCell[2]	Exp2Syn[4843]
GranuleCell[48]	HIPPCell[5]	Exp2Syn[4869]
GranuleCell[48]	HIPPCell[4]	Exp2Syn[4859]
GranuleCell[49]	BasketCell[0]	Exp2Syn[4504]
GranuleCell[49]	MossyCell[1]	Exp2Syn[4595]
GranuleCell[49]	HIPPCell[0]	Exp2Syn[4827]
GranuleCell[49]	HIPPCell[2]	Exp2Syn[4846]
GranuleCell[49]	HIPPCell[1]	Exp2Syn[4836]
GranuleCell[50]	BasketCell[1]	Exp2Syn[4515]
GranuleCell[50]	MossyCell[2]	Exp2Syn[4613]
GranuleCell[50]	HIPPCell[5]	Exp2Syn[4868]
GranuleCell[50]	HIPPCell[1]	Exp2Syn[4837]
GranuleCell[50]	HIPPCell[4]	Exp2Syn[4860]
GranuleCell[51]	BasketCell[0]	Exp2Syn[4502]
GranuleCell[51]	MossyCell[1]	Exp2Syn[4594]
GranuleCell[51]	HIPPCell[1]	Exp2Syn[4838]
GranuleCell[51]	HIPPCell[0]	Exp2Syn[4827]
GranuleCell[51]	HIPPCell[5]	Exp2Syn[4868]
GranuleCell[52]	BasketCell[0]	Exp2Syn[4503]
GranuleCell[52]	MossyCell[1]	Exp2Syn[4594]
GranuleCell[52]	HIPPCell[4]	Exp2Syn[4862]
GranuleCell[52]	HIPPCell[0]	Exp2Syn[4828]
